Job number,Occupancyissueddate,BIN,Borough,Housenumber,Streetname,Block,Lot,Noofdwellingunits,Buildingoccupancygroupclassification,CofilingtypeLabel,CofO Status
321386175-01,3/8/22 15:07,3006277,Brooklyn,58,SAINT MARKS PLACE,395,30,100,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321386175-01,5/3/22 11:56,3006277,Brooklyn,58,SAINT MARKS PLACE,395,30,100,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321386175-01,6/29/22 14:41,3006277,Brooklyn,58,SAINT MARKS PLACE,395,30,100,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321386200-01,2/15/22 10:58,3426636,Brooklyn,256,NORTH 9TH STREET,2314,15,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321386219-01,1/24/22 10:10,3149614,Brooklyn,10,78TH STREET,5956,70,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321386326-01,1/7/22 13:32,3056469,Brooklyn,151,QUINCY STREET,1971,7503,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321386362-01,1/7/22 13:26,3007000,Brooklyn,623,SACKETT STREET,427,52,,F-2 - FACTORY/INDUSTRIAL: LOW HAZARD,Final,CO Issued
321386406-01,1/14/22 11:49,3395650,Brooklyn,155,KING STREET,555,5,,S-1 - STORAGE: MODERATE HAZARD,Renewal With Change,CO Issued
321386406-01,3/21/22 9:12,3395650,Brooklyn,155,KING STREET,555,5,,S-1 - STORAGE: MODERATE HAZARD,Final,CO Issued
321386567-01,1/3/22 11:57,3429028,Brooklyn,420,GATES AVENUE,1813,18,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321386567-01,4/1/22 16:42,3429028,Brooklyn,420,GATES AVENUE,1813,18,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321386567-01,6/8/22 13:06,3429028,Brooklyn,420,GATES AVENUE,1813,18,44,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321386889-01,2/14/22 16:55,3062268,Brooklyn,249,NORTH 5 STREET,2338,27,48,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321386889-01,5/16/22 11:03,3062268,Brooklyn,249,NORTH 5 STREET,2338,27,48,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321386941-01,2/23/22 12:48,3399119,Brooklyn,510,5TH STREET,1084,7501,,B - BUSINESS,Renewal Without Change,CO Issued
321386950-01,2/7/22 20:50,3428934,Brooklyn,445,VANDERBILT AVE,1960,11,43,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321387076-01,4/11/22 11:50,3428861,Brooklyn,27,EAGLE STREET,2472,21,108,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321387076-01,4/25/22 12:02,3428861,Brooklyn,27,EAGLE STREET,2472,21,108,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321387076-01,5/23/22 9:49,3428861,Brooklyn,27,EAGLE STREET,2472,21,108,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321387138-01,3/3/22 14:22,3426780,Brooklyn,81,INDIA STREET,2532,74,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321387138-01,4/11/22 14:47,3426780,Brooklyn,81,INDIA STREET,2532,74,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321387147-01,5/13/22 16:28,3428862,Brooklyn,227,WEST STREET,2472,21,302,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321387147-01,6/7/22 11:07,3428862,Brooklyn,227,WEST STREET,2472,21,302,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321387254-01,1/5/22 11:00,3053777,Brooklyn,141,HERKIMER STREET,1861,59,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321387281-01,3/29/22 15:05,3244441,Brooklyn,2955,BRIGHTON 5 ST,8665,525,18,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321387281-01,6/16/22 9:04,3244441,Brooklyn,2955,BRIGHTON 5 ST,8665,525,18,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321387290-01,2/23/22 16:50,3038661,Brooklyn,126,SACKMAN STREET,1436,32,136,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321387290-01,4/27/22 14:38,3038661,Brooklyn,126,SACKMAN STREET,1436,32,136,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321387496-01,3/15/22 9:31,3429282,Brooklyn,905GAR,OCEAN PARKWAY,6519,1,,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321387575-01,2/23/22 12:17,3428906,Brooklyn,1510,GATES AVENUE,3345,4,70,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321387575-01,3/22/22 14:27,3428906,Brooklyn,1510,GATES AVENUE,3345,4,70,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321387575-01,5/24/22 11:33,3428906,Brooklyn,1510,GATES AVENUE,3345,4,70,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321387593-01,3/15/22 10:05,3028512,Brooklyn,309,PROSPECT PL,1152,59,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321387968-01,4/13/22 9:39,3165844,Brooklyn,2066,85TH STREET,6346,34,11,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321388556-01,4/6/22 9:50,3259269,Brooklyn,6,JACKSON PLACE,1055,29,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321388832-01,4/18/22 9:53,3012274,Brooklyn,4705,5 AVE,766,6,,M - MERCANTILE,Initial,CO Issued
321391720-01,5/13/22 16:05,3069755,Brooklyn,48,NORTH HENRY STREET,2828,33,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321395290-01,3/2/22 10:50,3000522,Brooklyn,340,LIVINGSTON STREET,167,3,,A-2 - ASSEMBLY: EATING & DRINKING,Initial,CO Issued
321395441-01,1/3/22 11:31,3253979,Brooklyn,702,AVENUE T,7110,1,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321401194-01,3/11/22 12:21,3162352,Brooklyn,7802,BAY PARKWAY,6264,30,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
321401194-01,6/10/22 12:04,3162352,Brooklyn,7802,BAY PARKWAY,6264,30,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
321409757-01,3/15/22 12:37,3066808,Brooklyn,526,LEONARD STREET,2681,47,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321411646-01,2/15/22 14:55,3421823,Brooklyn,1803,EAST 16TH ST,6821,101,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321414590-01,4/8/22 10:08,3078347,Brooklyn,1264,HANCOCK STREET,3398,19,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321416222-01,1/5/22 12:58,3030658,Brooklyn,1070,BERGEN STREET,1219,29,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321419381-01,4/19/22 14:06,3000675,Brooklyn,395,ATLANTIC AVE,177,35,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321423465-01,3/25/22 14:06,3060902,Brooklyn,60,HARRISON AV,2220,38,,E - EDUCATIONAL,Initial,CO Issued
321423465-01,6/30/22 16:26,3060902,Brooklyn,60,HARRISON AV,2220,38,,E - EDUCATIONAL,Renewal Without Change,CO Issued
321424295-01,4/13/22 14:27,3335688,Brooklyn,85,NORTH 6 STREET,2326,39,,M - MERCANTILE,Renewal Without Change,CO Issued
321424909-01,1/19/22 15:15,3071170,Brooklyn,209,MONTROSE AVENUE,3054,33,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321429101-01,1/6/22 15:20,3070586,Brooklyn,198,RANDOLPH STREET,2988,14,0,A-4 - ASSEMBLY: INDOOR SPORTS,Renewal Without Change,CO Issued
321431018-01,4/8/22 14:04,3052659,Brooklyn,160,HANCOCK STREET,1838,8,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321431205-01,4/11/22 11:40,3335884,Brooklyn,25,CHAPEL STREET,118,6,,B - BUSINESS,Renewal Without Change,CO Issued
321431759-01,5/26/22 11:29,3063093,Brooklyn,124,SOUTH 2 STREET,2417,16,2,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321432936-01,4/6/22 10:56,3251769,Brooklyn,198,KINGSLAND AVE,2689,55,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321437183-01,3/4/22 9:03,3424487,Brooklyn,269,MALCOLM X BLVD,1672,7,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321444291-01,1/4/22 11:17,3028206,Brooklyn,243,SAINT MARKS AVENUE,1145,68,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321455377-01,1/7/22 10:31,3409250,Brooklyn,2003,CONEY ISLAND AVE,6774,55,,E - EDUCATIONAL,Final,CO Issued
321455572-01,3/2/22 15:50,3255406,Brooklyn,815,66 ST,5749,71,0,B - BUSINESS,Renewal Without Change,CO Issued
321455572-01,5/27/22 8:46,3255406,Brooklyn,815,66 ST,5749,71,0,B - BUSINESS,Renewal Without Change,CO Issued
321459051-01,1/5/22 14:35,3079879,Brooklyn,1404,BUSHWICK AVENUE,3438,40,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321459051-01,3/30/22 12:01,3079879,Brooklyn,1404,BUSHWICK AVENUE,3438,7501,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321460600-01,6/27/22 21:57,3141969,Brooklyn,1069,65TH STREET,5744,60,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321465678-01,2/23/22 14:28,3057552,Brooklyn,525,CLINTON AVENUE,2011,7501,33,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321465678-01,6/21/22 12:52,3057552,Brooklyn,525,CLINTON AVENUE,2011,7501,33,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321472704-01,6/24/22 14:55,3011888,Brooklyn,4623,5 AVE,757,1,6,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321473286-01,1/24/22 15:15,3031522,Brooklyn,711,NOSTRAND AVENUE,1241,1,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321473286-01,5/5/22 16:27,3031522,Brooklyn,711,NOSTRAND AVENUE,1241,1,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321475293-01,3/31/22 22:28,3180262,Brooklyn,1187,EAST 12 STREET,6723,50,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321475694-01,4/28/22 10:45,3425800,Brooklyn,37,HERKIMER STREET,1860,85,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321475694-01,6/28/22 14:00,3425800,Brooklyn,37,HERKIMER STREET,1860,85,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321482418-01,2/15/22 16:46,3330828,Brooklyn,170,BUFFALO AVENUE,1362,1,,I-2 - INSTITUTION: INCAPACITATED,Renewal Without Change,CO Issued
321482418-01,5/10/22 10:22,3330828,Brooklyn,170,BUFFALO AVENUE,1362,1,,I-2 - INSTITUTION: INCAPACITATED,Renewal Without Change,CO Issued
321482980-01,5/3/22 12:59,3426938,Brooklyn,8136,BAY 16 STREET,6313,45,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321486021-01,2/15/22 16:16,3335898,Brooklyn,163,LIVINGSTON STREET,155,5,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
321486771-01,3/9/22 12:02,3087714,Brooklyn,3043,FULTON STREET,3943,16,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal With Change,CO Issued
321487565-01,6/6/22 11:08,3123252,Brooklyn,1366,40 STREET,5297,33,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321489199-01,5/19/22 15:36,3332271,Brooklyn,102,NORTH 6TH STREET,2334,16,,M - MERCANTILE,Renewal Without Change,CO Issued
321490766-01,6/9/22 16:15,3137583,Brooklyn,955,50 STREET,5638,54,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321490775-01,6/9/22 16:06,3137584,Brooklyn,953,50 STREET,5638,56,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321493255-01,3/10/22 10:50,3002120,Brooklyn,28,REMSEN STREET,251,21,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321494548-01,3/16/22 15:52,3047852,Brooklyn,218,BAINBRIDGE STREET,1687,13,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321497359-01,1/4/22 21:12,3015915,Brooklyn,774,57 STREET,850,137,4,M - MERCANTILE,Initial,CO Issued
321497359-01,4/11/22 15:00,3015915,Brooklyn,774,57 STREET,850,137,4,M - MERCANTILE,Renewal Without Change,CO Issued
321499641-01,3/25/22 15:11,3166554,Brooklyn,58,BAY 17TH STREET,6367,71,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321499918-01,2/1/22 10:46,3428740,Brooklyn,636,KNICKERBOCKER AVENUE,3361,33,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321499936-01,1/4/22 9:43,3426089,Brooklyn,312,BROADWAY,2142,7501,24,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321499936-01,4/1/22 16:46,3426089,Brooklyn,312,BROADWAY,2142,7501,24,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321500853-01,2/14/22 14:44,3013917,Brooklyn,5224,5 AVENUE,807,46,0,M - MERCANTILE,Renewal Without Change,CO Issued
321500853-01,6/3/22 11:50,3013917,Brooklyn,5224,5 AVENUE,807,46,0,M - MERCANTILE,Renewal Without Change,CO Issued
321500997-01,1/24/22 12:54,3207036,Brooklyn,2294,NOSTRAND AVENUE,7593,51,,B - BUSINESS,Renewal With Change,CO Issued
321500997-01,5/2/22 10:26,3207036,Brooklyn,2294,NOSTRAND AVENUE,7593,51,,B - BUSINESS,Renewal Without Change,CO Issued
321503173-01,1/3/22 17:04,3033811,Brooklyn,1090,CARROLL STREET,1288,7502,7,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321503173-01,3/2/22 13:27,3033811,Brooklyn,1090,CARROLL STREET,1288,7502,7,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321503850-01,5/19/22 15:24,3428514,Brooklyn,169,LORIMER STREET,2242,45,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321504555-01,6/8/22 10:52,3426817,Brooklyn,187,KENT AV,2357,1,96,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321505554-01,1/5/22 10:04,3053245,Brooklyn,16,VERONA PL,1849,31,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321505741-01,6/26/22 14:40,3170509,Brooklyn,977,EAST 7TH STREET,6510,58,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321507570-01,5/26/22 13:42,3144669,Brooklyn,6740,4TH AVENUE,5854,36,,B - BUSINESS,Final,CO Issued
321508793-01,3/25/22 13:27,3425124,Brooklyn,199,HALSEY STREET,1839,61,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321510076-01,3/1/22 14:48,3097326,Brooklyn,765,PENNSYLVANIA AVENUE,4323,40,,M - MERCANTILE,Renewal Without Change,CO Issued
321510076-01,5/24/22 14:58,3097326,Brooklyn,765,PENNSYLVANIA AVENUE,4323,40,,M - MERCANTILE,Renewal Without Change,CO Issued
321512136-01,3/1/22 10:32,3426829,Brooklyn,229,9TH STREET,1003,46,39,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321512136-01,5/23/22 10:20,3426829,Brooklyn,229,9TH STREET,1003,46,39,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321512582-01,1/3/22 16:43,3426572,Brooklyn,3508,FARRAGUT ROAD,5010,41,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321512608-01,1/27/22 15:25,3425529,Brooklyn,3514,FARRAGUT ROAD,5010,43,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321518666-01,6/17/22 16:52,3325964,Brooklyn,271,MOORE STREET,3101,22,,M - MERCANTILE,Initial,CO Issued
321518675-01,6/24/22 16:17,3071483,Brooklyn,261,MOORE STREET,3101,10,,A-2 - ASSEMBLY: EATING & DRINKING,Initial,CO Issued
321522394-01,1/24/22 10:15,3425887,Brooklyn,200,KENT AV,2356,1,,B - BUSINESS,Renewal Without Change,CO Issued
321522394-01,2/23/22 10:26,3425887,Brooklyn,200,KENT AV,2356,1,,B - BUSINESS,Renewal Without Change,CO Issued
321522394-01,5/24/22 10:52,3425887,Brooklyn,200,KENT AV,2356,1,,B - BUSINESS,Renewal With Change,CO Issued
321525729-01,5/26/22 15:44,3396901,Brooklyn,257,GOLD STREET,122,13,371,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321527914-01,2/2/22 16:06,3130925,Brooklyn,1845,58TH STREET,5494,111,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321528209-01,2/11/22 10:55,3424372,Brooklyn,169,CLYMER STREET,2169,146,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321531525-01,3/31/22 12:45,3140174,Brooklyn,828,57TH STREET,5693,17,,B - BUSINESS,Final,CO Issued
321532613-01,3/23/22 14:13,3223013,Brooklyn,509,E 88 STREET,7967,31,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321534247-01,1/19/22 10:01,3014001,Brooklyn,612,52ND STREET,809,11,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321534336-01,2/11/22 12:37,3070572,Brooklyn,140,STEWART AVENUE,2977,1,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
321534336-01,5/10/22 9:32,3070572,Brooklyn,140,STEWART AVENUE,2977,1,,A-2 - ASSEMBLY: EATING & DRINKING,Renewal Without Change,CO Issued
321534345-01,2/24/22 16:53,3070574,Brooklyn,111,GARDNER AVENUE,2977,16,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
321534345-01,5/3/22 9:53,3070574,Brooklyn,111,GARDNER AVENUE,2977,16,,A-3 - ASSEMBLY: OTHER,Renewal Without Change,CO Issued
321536067-01,3/15/22 21:28,3047806,Brooklyn,172,BAINBRIDGE STREET,1686,26,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321536343-01,2/17/22 11:27,3196331,Brooklyn,363,NEPTUNE AVE,7260,111,16,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321536343-01,6/1/22 12:40,3196331,Brooklyn,363,NEPTUNE AVE,7260,111,16,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321539108-01,2/4/22 16:08,3066411,Brooklyn,34 A,JEWEL STREET,2653,153,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321539108-01,5/6/22 9:25,3066411,Brooklyn,34 A,JEWEL STREET,2653,153,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321541505-01,2/24/22 15:58,3064040,Brooklyn,153,GREEN STREET,2512,7504,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321541505-01,5/23/22 10:06,3064040,Brooklyn,153,GREEN STREET,2512,7504,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321545155-01,6/30/22 21:29,3070758,Brooklyn,932,GRAND STREET,3019,13,0,B - BUSINESS,Initial,CO Issued
321550674-01,4/13/22 9:13,3053705,Brooklyn,1190,FULTON STREET,1860,7501,30,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321560191-01,3/28/22 11:01,3132387,Brooklyn,1648,61 STREET,5524,24,,B - BUSINESS,Final,CO Issued
321560850-01,4/4/22 11:39,3026564,Brooklyn,459,14TH STREET,1101,64,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321563786-01,6/22/22 15:56,3044335,Brooklyn,701,QUINCY ST,1626,51,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321565864-01,3/28/22 12:05,3000701,Brooklyn,398,STATE STREET,178,13,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321565908-01,6/22/22 15:17,3136911,Brooklyn,4615,11 AVENUE,5621,5,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321566159-01,2/3/22 10:17,3040877,Brooklyn,375,CHAUNCEY STREET,1509,66,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321566159-01,6/17/22 12:05,3040877,Brooklyn,375,CHAUNCEY STREET,1509,66,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal Without Change,CO Issued
321566159-01,6/30/22 21:53,3040877,Brooklyn,375,CHAUNCEY STREET,1509,66,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321568969-01,2/14/22 15:27,3253761,Brooklyn,2823,QUENTIN ROAD,6791,31,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321571964-01,3/7/22 11:11,3127436,Brooklyn,1735,44 ST,5405,40,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321572393-01,6/21/22 15:58,3073478,Brooklyn,28A,CEDAR STREET,3231,15,2,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321575167-01,4/18/22 15:55,3011293,Brooklyn,521,45TH STREET,739,69,6,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321576503-01,6/28/22 10:03,3242897,Brooklyn,2667,EAST 66 STREET,8602,15,1,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321576576-01,6/6/22 14:53,3063682,Brooklyn,1139,MANHATTAN AVENUE,2478,13,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321576585-01,3/22/22 15:24,3063681,Brooklyn,1141,MANHATTAN AVENUE,2478,12,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321576950-01,4/25/22 9:03,3424575,Brooklyn,8134,BAY 16 STREET,6313,44,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321576950-01,5/20/22 10:11,3424575,Brooklyn,8134,BAY 16 STREET,6313,44,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321578128-01,2/10/22 12:46,3424685,Brooklyn,313A,STATE STREET,171,203,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321578128-01,3/3/22 9:46,3424685,Brooklyn,313A,STATE STREET,171,203,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321578173-01,2/15/22 16:30,3424692,Brooklyn,319,STATE STREET,171,208,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321578173-01,3/2/22 13:19,3424692,Brooklyn,319,STATE STREET,171,208,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321581846-01,4/19/22 14:13,3014456,Brooklyn,755,54TH STREET,818,59,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Final,CO Issued
321581891-01,6/15/22 11:55,3070398,Brooklyn,244,DEVOE STREET,2919,22,4,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321583176-01,5/16/22 11:54,3006578,Brooklyn,99,DOUGLASS ST,409,7506,3,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321583452-01,2/10/22 14:10,3428960,Brooklyn,2760,WEST 22 STREET,6990,1,198,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
321583452-01,5/11/22 16:40,3428960,Brooklyn,2760,WEST 22 STREET,6990,1,198,"R-1 - RESIDENTIAL: HOTELS, DORMITORIES",Renewal Without Change,CO Issued
321584264-01,2/17/22 15:51,3062068,Brooklyn,81,NORTH 6 STREET,2326,41,0,M - MERCANTILE,Final,CO Issued
321584843-01,5/3/22 14:28,3083350,Brooklyn,107,WYONA ST,3673,4,3,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
321588073-01,2/28/22 11:52,3185543,Brooklyn,2402,86 STREET,6864,37,,B - BUSINESS,Renewal Without Change,CO Issued
321588073-01,6/10/22 15:38,3185543,Brooklyn,2402,86 STREET,6864,37,,B - BUSINESS,Final,CO Issued
321588108-01,4/5/22 12:38,3324476,Brooklyn,777,ST MARKS AVENUE,1221,18,71,R-2 - RESIDENTIAL: APARTMENT HOUSES,Renewal With Change,CO Issued
321588135-01,4/8/22 12:20,3058320,Brooklyn,181,CARLTON AVENUE,2073,10,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321588180-01,6/14/22 12:29,3428946,Brooklyn,48,BLEEKER STREET,3305,12,8,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321588279-01,2/1/22 23:44,3392759,Brooklyn,176,QUINCY STREET,1807,11,8,B - BUSINESS,Final,CO Issued
321588304-01,5/19/22 12:06,3037994,Brooklyn,1691,CARROLL STREET,1409,63,10,R-2 - RESIDENTIAL: APARTMENT HOUSES,Initial,CO Issued
321588386-01,6/30/22 16:53,3108524,Brooklyn,882,NEW YORK AVENUE,4868,60,8,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Initial,CO Issued
321588395-01,2/8/22 11:13,3003105,Brooklyn,127,CONGRESS STREET,295,7501,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321588395-01,5/5/22 9:32,3003105,Brooklyn,127,CONGRESS STREET,295,7501,2,R-3 - RESIDENTIAL: 1 & 2 FAMILY HOUSES,Renewal Without Change,CO Issued
321588411-01,2/15/22 15:55,3074052,Brooklyn,25,STANHOPE STREET,3253,30,5,R-2 - RESIDENTIAL: APARTMENT HOUSES,Final,CO Issued
